"","region_code","region_name","region_level","n_species","n_checklists"
"2631","US-AR-145","White","subnational2",314,2102
"2632","US-AR-057","Hempstead","subnational2",310,707
"2633","US-AR-085","Lonoke","subnational2",303,1410
"2634","US-AR-069","Jefferson","subnational2",302,5115
"2635","US-AR-035","Crittenden","subnational2",300,1423
"2636","US-AR-041","Desha","subnational2",299,443
"2637","US-AR-149","Yell","subnational2",296,2067
"2638","US-AR-017","Chicot","subnational2",294,340
"2639","US-AR-045","Faulkner","subnational2",294,3032
"2640","US-AR-019","Clark","subnational2",292,406
"2641","US-AR-081","Little River","subnational2",289,397
"2642","US-AR-031","Craighead","subnational2",288,1984
"2643","US-AR-051","Garland","subnational2",288,1913
"2644","US-AR-139","Union","subnational2",285,290
"2645","US-AR-117","Prairie","subnational2",284,847
"2646","US-AR-001","Arkansas","subnational2",283,1067
"2647","US-AR-033","Crawford","subnational2",282,757
"2648","US-AR-131","Sebastian","subnational2",279,792
"2649","US-AR-083","Logan","subnational2",269,1164
"2650","US-AR-071","Johnson","subnational2",268,1163
"2651","US-AR-003","Ashley","subnational2",266,638
"2652","US-AR-091","Miller","subnational2",263,657
"2653","US-AR-093","Mississippi","subnational2",260,616
"2654","US-AR-061","Howard","subnational2",257,196
"2655","US-AR-127","Scott","subnational2",253,3253
"2656","US-AR-111","Poinsett","subnational2",252,395
"2657","US-AR-029","Conway","subnational2",246,662
"2658","US-AR-095","Monroe","subnational2",244,700
"2659","US-AR-005","Baxter","subnational2",240,909
"2660","US-AR-023","Cleburne","subnational2",239,685
"2661","US-AR-125","Saline","subnational2",238,3252
"2662","US-AR-055","Greene","subnational2",237,450
"2663","US-AR-107","Phillips","subnational2",236,358
"2664","US-AR-009","Boone","subnational2",232,816
"2665","US-AR-059","Hot Spring","subnational2",232,385
"2666","US-AR-047","Franklin","subnational2",230,924
"2667","US-AR-141","Van Buren","subnational2",223,3000
"2668","US-AR-073","Lafayette","subnational2",221,317
"2669","US-AR-015","Carroll","subnational2",218,677
"2670","US-AR-147","Woodruff","subnational2",217,163
"2671","US-AR-101","Newton","subnational2",216,1264
"2672","US-AR-133","Sevier","subnational2",213,224
"2673","US-AR-027","Columbia","subnational2",210,825
"2674","US-AR-089","Marion","subnational2",210,657
"2675","US-AR-105","Perry","subnational2",208,642
"2676","US-AR-043","Drew","subnational2",206,204
"2677","US-AR-113","Polk","subnational2",206,629
"2678","US-AR-087","Madison","subnational2",199,1266
"2679","US-AR-037","Cross","subnational2",197,232
"2680","US-AR-123","St. Francis","subnational2",197,230
"2681","US-AR-077","Lee","subnational2",196,333
"2682","US-AR-049","Fulton","subnational2",193,241
"2683","US-AR-021","Clay","subnational2",189,149
"2684","US-AR-013","Calhoun","subnational2",184,72
"2685","US-AR-075","Lawrence","subnational2",184,92
"2686","US-AR-097","Montgomery","subnational2",183,1187
"2687","US-AR-103","Ouachita","subnational2",182,129
"2688","US-AR-109","Pike","subnational2",181,127
"2689","US-AR-135","Sharp","subnational2",176,125
"2690","US-AR-137","Stone","subnational2",172,787
"2691","US-AR-053","Grant","subnational2",169,208
"2692","US-AR-063","Independence","subnational2",168,128
"2693","US-AR-067","Jackson","subnational2",165,287
"2694","US-AR-129","Searcy","subnational2",157,227
"2695","US-AR-011","Bradley","subnational2",155,69
"2696","US-AR-079","Lincoln","subnational2",154,62
"2697","US-AR-065","Izard","subnational2",151,86
"2698","US-AR-039","Dallas","subnational2",142,112
"2699","US-AR-121","Randolph","subnational2",140,67
"2700","US-AR-025","Cleveland","subnational2",135,65
"2701","US-AR-099","Nevada","subnational2",133,63
"2702","US-DE-005","Sussex","subnational2",379,40214
"2703","US-DE-001","Kent","subnational2",354,26806
"2704","US-DE-003","New Castle","subnational2",338,40979
"2705","US-OH-095","Lucas","subnational2",342,60291
"2706","US-OH-035","Cuyahoga","subnational2",341,57902
"2707","US-OH-085","Lake","subnational2",327,17222
"2708","US-OH-123","Ottawa","subnational2",326,24965
"2709","US-OH-043","Erie","subnational2",325,15514
"2710","US-OH-093","Lorain","subnational2",320,22239
"2711","US-OH-063","Hancock","subnational2",310,9418
"2712","US-OH-061","Hamilton","subnational2",308,26978
"2713","US-OH-049","Franklin","subnational2",301,55714
"2714","US-OH-169","Wayne","subnational2",301,10055
"2715","US-OH-041","Delaware","subnational2",299,16819
"2716","US-OH-113","Montgomery","subnational2",295,18972
"2717","US-OH-007","Ashtabula","subnational2",294,5894
"2718","US-OH-023","Clark","subnational2",291,9164
"2719","US-OH-153","Summit","subnational2",291,21223
"2720","US-OH-099","Mahoning","subnational2",290,4621
"2721","US-OH-025","Clermont","subnational2",289,11748
"2722","US-OH-175","Wyandot","subnational2",288,6097
"2723","US-OH-139","Richland","subnational2",287,9646
"2724","US-OH-075","Holmes","subnational2",283,2603
"2725","US-OH-101","Marion","subnational2",283,5073
"2726","US-OH-165","Warren","subnational2",282,7405
"2727","US-OH-017","Butler","subnational2",281,6300
"2728","US-OH-151","Stark","subnational2",281,13979
"2729","US-OH-147","Seneca","subnational2",278,3399
"2730","US-OH-133","Portage","subnational2",277,12177
"2731","US-OH-055","Geauga","subnational2",276,14403
"2732","US-OH-143","Sandusky","subnational2",273,3976
"2733","US-OH-129","Pickaway","subnational2",269,4399
"2734","US-OH-155","Trumbull","subnational2",269,4197
"2735","US-OH-173","Wood","subnational2",269,3673
"2736","US-OH-091","Logan","subnational2",268,1468
"2737","US-OH-011","Auglaize","subnational2",267,1853
"2738","US-OH-157","Tuscarawas","subnational2",267,3165
"2739","US-OH-057","Greene","subnational2",265,8963
"2740","US-OH-083","Knox","subnational2",264,3947
"2741","US-OH-089","Licking","subnational2",264,6347
"2742","US-OH-005","Ashland","subnational2",261,3647
"2743","US-OH-125","Paulding","subnational2",260,1201
"2744","US-OH-029","Columbiana","subnational2",258,1473
"2745","US-OH-065","Hardin","subnational2",258,2064
"2746","US-OH-159","Union","subnational2",255,3957
"2747","US-OH-135","Preble","subnational2",254,1174
"2748","US-OH-045","Fairfield","subnational2",253,3447
"2749","US-OH-103","Medina","subnational2",253,7139
"2750","US-OH-107","Mercer","subnational2",250,873
"2751","US-OH-027","Clinton","subnational2",249,1956
"2752","US-OH-119","Muskingum","subnational2",249,2861
"2753","US-OH-071","Highland","subnational2",246,1749
"2754","US-OH-037","Darke","subnational2",245,2411
"2755","US-OH-067","Harrison","subnational2",243,1575
"2756","US-OH-141","Ross","subnational2",243,1751
"2757","US-OH-003","Allen","subnational2",239,1335
"2758","US-OH-021","Champaign","subnational2",238,1167
"2759","US-OH-031","Coshocton","subnational2",236,878
"2760","US-OH-171","Williams","subnational2",233,835
"2761","US-OH-009","Athens","subnational2",231,6383
"2762","US-OH-019","Carroll","subnational2",231,1819
"2763","US-OH-053","Gallia","subnational2",230,436
"2764","US-OH-039","Defiance","subnational2",229,501
"2765","US-OH-073","Hocking","subnational2",227,2587
"2766","US-OH-097","Madison","subnational2",227,2543
"2767","US-OH-145","Scioto","subnational2",227,1813
"2768","US-OH-033","Crawford","subnational2",226,1226
"2769","US-OH-117","Morrow","subnational2",226,1829
"2770","US-OH-121","Noble","subnational2",226,521
"2771","US-OH-127","Perry","subnational2",226,1764
"2772","US-OH-051","Fulton","subnational2",225,1147
"2773","US-OH-167","Washington","subnational2",220,1271
"2774","US-OH-059","Guernsey","subnational2",219,708
"2775","US-OH-109","Miami","subnational2",217,3385
"2776","US-OH-077","Huron","subnational2",216,2437
"2777","US-OH-131","Pike","subnational2",216,429
"2778","US-OH-149","Shelby","subnational2",215,1406
"2779","US-OH-015","Brown","subnational2",214,617
"2780","US-OH-001","Adams","subnational2",212,1242
"2781","US-OH-081","Jefferson","subnational2",212,3249
"2782","US-OH-163","Vinton","subnational2",211,1941
"2783","US-OH-087","Lawrence","subnational2",209,900
"2784","US-OH-013","Belmont","subnational2",208,790
"2785","US-OH-115","Morgan","subnational2",201,998
"2786","US-OH-069","Henry","subnational2",199,912
"2787","US-OH-047","Fayette","subnational2",196,754
"2788","US-OH-111","Monroe","subnational2",177,871
"2789","US-OH-137","Putnam","subnational2",174,261
"2790","US-OH-105","Meigs","subnational2",169,450
"2791","US-OH-079","Jackson","subnational2",163,329
"2792","US-OH-161","Van Wert","subnational2",147,207
"2793","US-IN-089","Lake","subnational2",346,9735
"2794","US-IN-127","Porter","subnational2",334,11566
"2795","US-IN-091","LaPorte","subnational2",316,5028
"2796","US-IN-051","Gibson","subnational2",308,5753
"2797","US-IN-105","Monroe","subnational2",307,13985
"2798","US-IN-055","Greene","subnational2",297,9326
"2799","US-IN-097","Marion","subnational2",296,17734
"2800","US-IN-157","Tippecanoe","subnational2",294,22713
"2801","US-IN-111","Newton","subnational2",293,4557
"2802","US-IN-039","Elkhart","subnational2",291,11568
"2803","US-IN-003","Allen","subnational2",283,4697
"2804","US-IN-153","Sullivan","subnational2",281,2169
"2805","US-IN-167","Vigo","subnational2",280,3145
"2806","US-IN-007","Benton","subnational2",278,1059
"2807","US-IN-029","Dearborn","subnational2",275,1855
"2808","US-IN-013","Brown","subnational2",271,2902
"2809","US-IN-087","LaGrange","subnational2",271,3366
"2810","US-IN-173","Warrick","subnational2",268,8181
"2811","US-IN-071","Jackson","subnational2",267,3795
"2812","US-IN-141","St. Joseph","subnational2",267,10899
"2813","US-IN-011","Boone","subnational2",266,3228
"2814","US-IN-057","Hamilton","subnational2",265,6253
"2815","US-IN-161","Union","subnational2",265,2523
"2816","US-IN-125","Pike","subnational2",263,1350
"2817","US-IN-035","Delaware","subnational2",259,2518
"2818","US-IN-163","Vanderburgh","subnational2",258,4943
"2819","US-IN-085","Kosciusko","subnational2",257,1925
"2820","US-IN-019","Clark","subnational2",256,2554
"2821","US-IN-107","Montgomery","subnational2",253,1162
"2822","US-IN-165","Vermillion","subnational2",253,824
"2823","US-IN-081","Johnson","subnational2",251,4074
"2824","US-IN-017","Cass","subnational2",250,2224
"2825","US-IN-069","Huntington","subnational2",246,1539
"2826","US-IN-151","Steuben","subnational2",246,2159
"2827","US-IN-073","Jasper","subnational2",242,658
"2828","US-IN-065","Henry","subnational2",241,892
"2829","US-IN-117","Orange","subnational2",241,965
"2830","US-IN-169","Wabash","subnational2",241,718
"2831","US-IN-149","Starke","subnational2",239,1096
"2832","US-IN-047","Franklin","subnational2",238,821
"2833","US-IN-143","Scott","subnational2",236,769
"2834","US-IN-147","Spencer","subnational2",235,727
"2835","US-IN-177","Wayne","subnational2",235,1160
"2836","US-IN-121","Parke","subnational2",234,805
"2837","US-IN-021","Clay","subnational2",233,511
"2838","US-IN-027","Daviess","subnational2",233,682
"2839","US-IN-129","Posey","subnational2",232,666
"2840","US-IN-099","Marshall","subnational2",231,476
"2841","US-IN-079","Jennings","subnational2",229,625
"2842","US-IN-005","Bartholomew","subnational2",228,828
"2843","US-IN-093","Lawrence","subnational2",228,2018
"2844","US-IN-109","Morgan","subnational2",227,1092
"2845","US-IN-063","Hendricks","subnational2",226,1787
"2846","US-IN-083","Knox","subnational2",224,910
"2847","US-IN-171","Warren","subnational2",224,401
"2848","US-IN-095","Madison","subnational2",223,1594
"2849","US-IN-059","Hancock","subnational2",222,1856
"2850","US-IN-133","Putnam","subnational2",221,2224
"2851","US-IN-113","Noble","subnational2",218,3733
"2852","US-IN-131","Pulaski","subnational2",218,404
"2853","US-IN-037","Dubois","subnational2",217,613
"2854","US-IN-043","Floyd","subnational2",216,1736
"2855","US-IN-137","Ripley","subnational2",212,463
"2856","US-IN-061","Harrison","subnational2",209,6168
"2857","US-IN-075","Jay","subnational2",209,733
"2858","US-IN-181","White","subnational2",209,689
"2859","US-IN-103","Miami","subnational2",205,963
"2860","US-IN-175","Washington","subnational2",203,297
"2861","US-IN-077","Jefferson","subnational2",202,483
"2862","US-IN-053","Grant","subnational2",201,1357
"2863","US-IN-119","Owen","subnational2",200,837
"2864","US-IN-001","Adams","subnational2",198,298
"2865","US-IN-101","Martin","subnational2",194,392
"2866","US-IN-045","Fountain","subnational2",190,258
"2867","US-IN-025","Crawford","subnational2",182,357
"2868","US-IN-183","Whitley","subnational2",181,550
"2869","US-IN-041","Fayette","subnational2",179,694
"2870","US-IN-179","Wells","subnational2",178,928
"2871","US-IN-123","Perry","subnational2",177,344
"2872","US-IN-023","Clinton","subnational2",173,213
"2873","US-IN-067","Howard","subnational2",169,206
"2874","US-IN-145","Shelby","subnational2",169,289
"2875","US-IN-009","Blackford","subnational2",164,1012
"2876","US-IN-015","Carroll","subnational2",164,216
"2877","US-IN-033","DeKalb","subnational2",163,471
"2878","US-IN-049","Fulton","subnational2",159,114
"2879","US-IN-031","Decatur","subnational2",158,260
"2880","US-IN-159","Tipton","subnational2",138,127
"2881","US-IN-155","Switzerland","subnational2",137,71
"2882","US-IN-115","Ohio","subnational2",136,73
"2883","US-IN-135","Randolph","subnational2",128,239
"2884","US-IN-139","Rush","subnational2",120,163
"2885","US-NH-015","Rockingham","subnational2",387,34884
"2886","US-NH-017","Strafford","subnational2",297,9910
"2887","US-NH-011","Hillsborough","subnational2",272,15596
"2888","US-NH-013","Merrimack","subnational2",269,14942
"2889","US-NH-005","Cheshire","subnational2",265,16131
"2890","US-NH-009","Grafton","subnational2",265,13526
"2891","US-NH-003","Carroll","subnational2",254,10118
"2892","US-NH-001","Belknap","subnational2",250,2942
"2893","US-NH-007","Coos","subnational2",241,14512
"2894","US-NH-019","Sullivan","subnational2",235,7955
"2895","US-MO-183","St. Charles","subnational2",344,16368
"2896","US-MO-019","Boone","subnational2",326,35238
"2897","US-MO-095","Jackson","subnational2",319,19136
"2898","US-MO-189","St. Louis","subnational2",316,29632
"2899","US-MO-047","Clay","subnational2",314,5446
"2900","US-MO-087","Holt","subnational2",312,3139
"2901","US-MO-021","Buchanan","subnational2",310,2574
"2902","US-MO-077","Greene","subnational2",304,10195
"2903","US-MO-113","Lincoln","subnational2",298,5946
"2904","US-MO-217","Vernon","subnational2",294,1794
"2905","US-MO-165","Platte","subnational2",283,4359
"2906","US-MO-207","Stoddard","subnational2",281,4994
"2907","US-MO-083","Henry","subnational2",280,1419
"2908","US-MO-163","Pike","subnational2",276,1235
"2909","US-MO-069","Dunklin","subnational2",274,2257
"2910","US-MO-101","Johnson","subnational2",272,5971
"2911","US-MO-121","Macon","subnational2",271,2510
"2912","US-MO-037","Cass","subnational2",270,5843
"2913","US-MO-041","Chariton","subnational2",268,736
"2914","US-MO-051","Cole","subnational2",267,4182
"2915","US-MO-195","Saline","subnational2",257,2334
"2916","US-MO-027","Callaway","subnational2",256,3568
"2917","US-MO-161","Phelps","subnational2",255,6901
"2918","US-MO-167","Polk","subnational2",255,958
"2919","US-MO-510","St. Louis City","subnational2",255,7994
"2920","US-MO-185","St. Clair","subnational2",254,990
"2921","US-MO-039","Cedar","subnational2",253,724
"2922","US-MO-213","Taney","subnational2",251,2083
"2923","US-MO-133","Mississippi","subnational2",250,836
"2924","US-MO-157","Perry","subnational2",250,1352
"2925","US-MO-097","Jasper","subnational2",249,2365
"2926","US-MO-145","Newton","subnational2",249,3365
"2927","US-MO-017","Bollinger","subnational2",248,1316
"2928","US-MO-015","Benton","subnational2",246,1286
"2929","US-MO-057","Dade","subnational2",245,2229
"2930","US-MO-117","Livingston","subnational2",245,477
"2931","US-MO-011","Barton","subnational2",244,1050
"2932","US-MO-001","Adair","subnational2",240,2286
"2933","US-MO-177","Ray","subnational2",239,743
"2934","US-MO-225","Webster","subnational2",237,2096
"2935","US-MO-009","Barry","subnational2",236,1414
"2936","US-MO-089","Howard","subnational2",236,1518
"2937","US-MO-043","Christian","subnational2",234,1947
"2938","US-MO-115","Linn","subnational2",234,707
"2939","US-MO-031","Cape Girardeau","subnational2",233,3382
"2940","US-MO-147","Nodaway","subnational2",232,470
"2941","US-MO-107","Lafayette","subnational2",230,1123
"2942","US-MO-155","Pemiscot","subnational2",229,809
"2943","US-MO-049","Clinton","subnational2",228,700
"2944","US-MO-209","Stone","subnational2",227,793
"2945","US-MO-223","Wayne","subnational2",227,643
"2946","US-MO-013","Bates","subnational2",226,382
"2947","US-MO-053","Cooper","subnational2",226,1113
"2948","US-MO-071","Franklin","subnational2",226,4109
"2949","US-MO-111","Lewis","subnational2",224,839
"2950","US-MO-131","Miller","subnational2",222,1476
"2951","US-MO-029","Camden","subnational2",221,1833
"2952","US-MO-173","Ralls","subnational2",220,1035
"2953","US-MO-159","Pettis","subnational2",219,863
"2954","US-MO-005","Atchison","subnational2",218,422
"2955","US-MO-137","Monroe","subnational2",213,879
"2956","US-MO-099","Jefferson","subnational2",210,4500
"2957","US-MO-143","New Madrid","subnational2",210,420
"2958","US-MO-109","Lawrence","subnational2",209,733
"2959","US-MO-201","Scott","subnational2",209,662
"2960","US-MO-187","St. Francois","subnational2",209,1647
"2961","US-MO-065","Dent","subnational2",207,914
"2962","US-MO-063","DeKalb","subnational2",204,624
"2963","US-MO-211","Sullivan","subnational2",204,303
"2964","US-MO-179","Reynolds","subnational2",203,820
"2965","US-MO-081","Harrison","subnational2",200,539
"2966","US-MO-135","Moniteau","subnational2",199,810
"2967","US-MO-023","Butler","subnational2",198,780
"2968","US-MO-186","Ste. Genevieve","subnational2",198,680
"2969","US-MO-171","Putnam","subnational2",196,246
"2970","US-MO-169","Pulaski","subnational2",195,889
"2971","US-MO-175","Randolph","subnational2",194,410
"2972","US-MO-203","Shannon","subnational2",194,818
"2973","US-MO-091","Howell","subnational2",193,678
"2974","US-MO-119","McDonald","subnational2",193,443
"2975","US-MO-141","Morgan","subnational2",192,753
"2976","US-MO-127","Marion","subnational2",191,519
"2977","US-MO-149","Oregon","subnational2",188,556
"2978","US-MO-153","Ozark","subnational2",187,551
"2979","US-MO-035","Carter","subnational2",186,494
"2980","US-MO-085","Hickory","subnational2",186,269
"2981","US-MO-215","Texas","subnational2",186,634
"2982","US-MO-003","Andrew","subnational2",185,341
"2983","US-MO-025","Caldwell","subnational2",184,190
"2984","US-MO-105","Laclede","subnational2",183,453
"2985","US-MO-045","Clark","subnational2",182,295
"2986","US-MO-055","Crawford","subnational2",182,758
"2987","US-MO-007","Audrain","subnational2",181,453
"2988","US-MO-103","Knox","subnational2",181,238
"2989","US-MO-205","Shelby","subnational2",181,370
"2990","US-MO-221","Washington","subnational2",180,673
"2991","US-MO-033","Carroll","subnational2",177,229
"2992","US-MO-139","Montgomery","subnational2",177,497
"2993","US-MO-059","Dallas","subnational2",170,239
"2994","US-MO-093","Iron","subnational2",170,461
"2995","US-MO-181","Ripley","subnational2",169,536
"2996","US-MO-219","Warren","subnational2",169,559
"2997","US-MO-125","Maries","subnational2",167,324
"2998","US-MO-061","Daviess","subnational2",164,226
"2999","US-MO-151","Osage","subnational2",158,465
"3000","US-MO-073","Gasconade","subnational2",157,349
"3001","US-MO-123","Madison","subnational2",153,376
"3002","US-MO-067","Douglas","subnational2",145,201
"3003","US-MO-079","Grundy","subnational2",141,133
"3004","US-MO-229","Wright","subnational2",133,117
"3005","US-MO-075","Gentry","subnational2",128,84
"3006","US-MO-129","Mercer","subnational2",123,85
"3007","US-MO-227","Worth","subnational2",122,99
"3008","US-MO-197","Schuyler","subnational2",113,257
"3009","US-MO-199","Scotland","subnational2",103,30
"3010","US-MS-059","Jackson","subnational2",346,15629
"3011","US-MS-047","Harrison","subnational2",327,6914
"3012","US-MS-045","Hancock","subnational2",325,3995
"3013","US-MS-033","DeSoto","subnational2",290,2010
"3014","US-MS-105","Oktibbeha","subnational2",273,2667
"3015","US-MS-103","Noxubee","subnational2",269,1369
"3016","US-MS-143","Tunica","subnational2",257,854
"3017","US-MS-071","Lafayette","subnational2",254,1760
"3018","US-MS-089","Madison","subnational2",251,1760
"3019","US-MS-001","Adams","subnational2",250,549
"3020","US-MS-151","Washington","subnational2",245,226
"3021","US-MS-081","Lee","subnational2",236,890
"3022","US-MS-107","Panola","subnational2",234,903
"3023","US-MS-109","Pearl River","subnational2",233,861
"3024","US-MS-149","Warren","subnational2",232,872
"3025","US-MS-141","Tishomingo","subnational2",230,676
"3026","US-MS-087","Lowndes","subnational2",227,1067
"3027","US-MS-035","Forrest","subnational2",225,1390
"3028","US-MS-135","Tallahatchie","subnational2",223,255
"3029","US-MS-049","Hinds","subnational2",217,1818
"3030","US-MS-055","Issaquena","subnational2",213,132
"3031","US-MS-093","Marshall","subnational2",208,814
"3032","US-MS-075","Lauderdale","subnational2",206,1053
"3033","US-MS-011","Bolivar","subnational2",205,232
"3034","US-MS-163","Yazoo","subnational2",204,181
"3035","US-MS-121","Rankin","subnational2",203,1959
"3036","US-MS-043","Grenada","subnational2",202,233
"3037","US-MS-161","Yalobusha","subnational2",197,230
"3038","US-MS-053","Humphreys","subnational2",195,247
"3039","US-MS-119","Quitman","subnational2",193,304
"3040","US-MS-083","Leflore","subnational2",190,154
"3041","US-MS-137","Tate","subnational2",189,249
"3042","US-MS-027","Coahoma","subnational2",184,176
"3043","US-MS-095","Monroe","subnational2",182,205
"3044","US-MS-051","Holmes","subnational2",180,120
"3045","US-MS-017","Chickasaw","subnational2",179,167
"3046","US-MS-007","Attala","subnational2",167,98
"3047","US-MS-125","Sharkey","subnational2",166,41
"3048","US-MS-039","George","subnational2",164,234
"3049","US-MS-009","Benton","subnational2",162,89
"3050","US-MS-123","Scott","subnational2",162,141
"3051","US-MS-115","Pontotoc","subnational2",161,141
"3052","US-MS-133","Sunflower","subnational2",161,151
"3053","US-MS-159","Winston","subnational2",154,96
"3054","US-MS-025","Clay","subnational2",152,112
"3055","US-MS-157","Wilkinson","subnational2",151,92
"3056","US-MS-073","Lamar","subnational2",149,327
"3057","US-MS-003","Alcorn","subnational2",148,106
"3058","US-MS-019","Choctaw","subnational2",144,102
"3059","US-MS-057","Itawamba","subnational2",144,394
"3060","US-MS-131","Stone","subnational2",142,153
"3061","US-MS-113","Pike","subnational2",141,133
"3062","US-MS-031","Covington","subnational2",138,177
"3063","US-MS-065","Jefferson Davis","subnational2",138,116
"3064","US-MS-069","Kemper","subnational2",134,87
"3065","US-MS-117","Prentiss","subnational2",132,46
"3066","US-MS-127","Simpson","subnational2",131,288
"3067","US-MS-067","Jones","subnational2",128,172
"3068","US-MS-021","Claiborne","subnational2",124,52
"3069","US-MS-029","Copiah","subnational2",124,56
"3070","US-MS-037","Franklin","subnational2",122,38
"3071","US-MS-085","Lincoln","subnational2",122,175
"3072","US-MS-111","Perry","subnational2",118,61
"3073","US-MS-129","Smith","subnational2",116,22
"3074","US-MS-061","Jasper","subnational2",112,61
"3075","US-MS-063","Jefferson","subnational2",112,43
"3076","US-MS-091","Marion","subnational2",112,82
"3077","US-MS-155","Webster","subnational2",109,46
"3078","US-MS-041","Greene","subnational2",107,47
"3079","US-MS-023","Clarke","subnational2",104,108
"3080","US-MS-101","Newton","subnational2",104,64
"3081","US-MS-077","Lawrence","subnational2",102,45
"3082","US-MS-099","Neshoba","subnational2",96,27
"3083","US-MS-013","Calhoun","subnational2",94,20
"3084","US-MS-005","Amite","subnational2",92,37
"3085","US-MS-153","Wayne","subnational2",88,43
"3086","US-MS-079","Leake","subnational2",84,23
"3087","US-MS-147","Walthall","subnational2",81,14
"3088","US-MS-145","Union","subnational2",78,31
"3089","US-MS-139","Tippah","subnational2",74,29
"3090","US-MS-015","Carroll","subnational2",67,27
"3091","US-MS-097","Montgomery","subnational2",41,16
"3092","US-SD-065","Hughes","subnational2",316,1163
"3093","US-SD-013","Brown","subnational2",312,1607
"3094","US-SD-103","Pennington","subnational2",293,7972
"3095","US-SD-117","Stanley","subnational2",282,985
"3096","US-SD-093","Meade","subnational2",278,1446
"3097","US-SD-099","Minnehaha","subnational2",278,7146
"3098","US-SD-023","Charles Mix","subnational2",277,1884
"3099","US-SD-135","Yankton","subnational2",272,2024
"3100","US-SD-011","Brookings","subnational2",266,2876
"3101","US-SD-037","Day","subnational2",265,577
"3102","US-SD-083","Lincoln","subnational2",258,1374
"3103","US-SD-119","Sully","subnational2",255,312
"3104","US-SD-027","Clay","subnational2",252,1198
"3105","US-SD-109","Roberts","subnational2",251,2071
"3106","US-SD-071","Jackson","subnational2",250,1255
"3107","US-SD-033","Custer","subnational2",249,3369
"3108","US-SD-129","Walworth","subnational2",249,270
"3109","US-SD-089","McPherson","subnational2",248,1077
"3110","US-SD-091","Marshall","subnational2",244,377
"3111","US-SD-043","Douglas","subnational2",240,1713
"3112","US-SD-127","Union","subnational2",238,414
"3113","US-SD-045","Edmunds","subnational2",235,332
"3114","US-SD-085","Lyman","subnational2",232,940
"3115","US-SD-019","Butte","subnational2",231,535
"3116","US-SD-081","Lawrence","subnational2",230,1844
"3117","US-SD-059","Hand","subnational2",229,212
"3118","US-SD-015","Brule","subnational2",228,426
"3119","US-SD-007","Bennett","subnational2",226,215
"3120","US-SD-051","Grant","subnational2",223,421
"3121","US-SD-047","Fall River","subnational2",222,737
"3122","US-SD-063","Harding","subnational2",220,466
"3123","US-SD-105","Perkins","subnational2",220,245
"3124","US-SD-079","Lake","subnational2",218,643
"3125","US-SD-075","Jones","subnational2",210,347
"3126","US-SD-003","Aurora","subnational2",209,297
"3127","US-SD-009","Bon Homme","subnational2",206,248
"3128","US-SD-005","Beadle","subnational2",204,422
"3129","US-SD-067","Hutchinson","subnational2",203,372
"3130","US-SD-087","McCook","subnational2",203,340
"3131","US-SD-035","Davison","subnational2",201,277
"3132","US-SD-069","Hyde","subnational2",200,158
"3133","US-SD-115","Spink","subnational2",200,183
"3134","US-SD-017","Buffalo","subnational2",198,267
"3135","US-SD-077","Kingsbury","subnational2",197,1220
"3136","US-SD-029","Codington","subnational2",196,323
"3137","US-SD-107","Potter","subnational2",196,123
"3138","US-SD-053","Gregory","subnational2",195,317
"3139","US-SD-049","Faulk","subnational2",187,176
"3140","US-SD-125","Turner","subnational2",185,219
"3141","US-SD-039","Deuel","subnational2",183,272
"3142","US-SD-021","Campbell","subnational2",175,107
"3143","US-SD-061","Hanson","subnational2",171,146
"3144","US-SD-073","Jerauld","subnational2",167,84
"3145","US-SD-101","Moody","subnational2",166,252
"3146","US-SD-025","Clark","subnational2",165,220
"3147","US-SD-055","Haakon","subnational2",164,214
"3148","US-SD-057","Hamlin","subnational2",159,160
"3149","US-SD-031","Corson","subnational2",155,59
"3150","US-SD-111","Sanborn","subnational2",155,94
"3151","US-SD-095","Mellette","subnational2",153,81
"3152","US-SD-041","Dewey","subnational2",152,84
"3153","US-SD-113","Oglala Lakota","subnational2",150,90
"3154","US-SD-123","Tripp","subnational2",149,70
"3155","US-SD-097","Miner","subnational2",131,203
"3156","US-SD-121","Todd","subnational2",130,73
"3157","US-SD-137","Ziebach","subnational2",114,54
"3158","US-IA-153","Polk","subnational2",331,11955
"3159","US-IA-103","Johnson","subnational2",321,11654
"3160","US-IA-125","Marion","subnational2",299,992
"3161","US-IA-169","Story","subnational2",291,3736
"3162","US-IA-113","Linn","subnational2",285,10749
"3163","US-IA-013","Black Hawk","subnational2",280,4857
"3164","US-IA-071","Fremont","subnational2",280,521
"3165","US-IA-163","Scott","subnational2",278,3552
"3166","US-IA-057","Des Moines","subnational2",275,1072
"3167","US-IA-059","Dickinson","subnational2",273,1367
"3168","US-IA-061","Dubuque","subnational2",273,3467
"3169","US-IA-155","Pottawattamie","subnational2",268,1737
"3170","US-IA-097","Jackson","subnational2",266,1118
"3171","US-IA-181","Warren","subnational2",265,268
"3172","US-IA-115","Louisa","subnational2",262,946
"3173","US-IA-015","Boone","subnational2",261,700
"3174","US-IA-193","Woodbury","subnational2",261,2120
"3175","US-IA-049","Dallas","subnational2",258,2324
"3176","US-IA-033","Cerro Gordo","subnational2",256,615
"3177","US-IA-111","Lee","subnational2",255,627
"3178","US-IA-085","Harrison","subnational2",253,1323
"3179","US-IA-017","Bremer","subnational2",252,897
"3180","US-IA-095","Iowa","subnational2",252,677
